,F1
REDEMP_SNAPS12,0.7439024390243901
PCT_SNAP12,0.7361963190184049
PC_SNAPBEN10,0.7151515151515151
SNAP_PART_RATE08,0.738095238095238
SNAP_PART_RATE13,0.7439024390243901
SNAP_OAPP09,0.7439024390243901
SNAP_CAP09,0.7439024390243901
SNAP_BBCE09,0.7317073170731707
SNAP_REPORTSIMPLE09,0.7439024390243901
PCT_FREE_LUNCH09,0.7393939393939394
PCT_FREE_LUNCH14,0.7439024390243901
PCT_REDUCED_LUNCH14,0.7361963190184049
PCT_SBP09,0.7361963190184049
PCT_SFSP09,0.7425149700598802
PC_WIC_REDEMP08,0.7439024390243901
PC_WIC_REDEMP12,0.7439024390243901
PCH_PC_WIC_REDEMP_08_12,0.7439024390243901
REDEMP_WICS08,0.7439024390243901
REDEMP_WICS12,0.7439024390243901
PCH_REDEMP_WICS_08_12,0.7439024390243901
PCT_WIC09,0.7439024390243901
PCT_CACFP09,0.7195121951219512
FDPIR12,0.7439024390243901
PCT_NHWHITE10,0.7439024390243901
PCT_NHBLACK10,0.7317073170731707
PCT_HISP10,0.7439024390243901
PCT_NHASIAN10,0.7361963190184049
PCT_NHNA10,0.7439024390243901
PCT_NHPI10,0.7439024390243901
PCT_65OLDER10,0.7317073170731707
PCT_18YOUNGER10,0.7393939393939394
PERPOV10,0.7393939393939394
PERCHLDPOV10,0.7317073170731707
METRO13,0.7195121951219512
POPLOSS10,0.7272727272727272
DIRSALES_FARMS07,0.7439024390243901
DIRSALES_FARMS12,0.7439024390243901
PCT_LOCLFARM07,0.7393939393939394
PCT_LOCLFARM12,0.7317073170731707
PCT_LOCLSALE07,0.7317073170731707
PCT_LOCLSALE12,0.7439024390243901
DIRSALES07,0.7439024390243901
DIRSALES12,0.7393939393939394
PCH_DIRSALES_07_12,0.7439024390243901
PC_DIRSALES07,0.7439024390243901
PC_DIRSALES12,0.7317073170731707
PCH_PC_DIRSALES_07_12,0.7439024390243901
FMRKT09,0.7361963190184049
FMRKTPTH09,0.7361963190184049
VEG_FARMS07,0.7439024390243901
VEG_FARMS12,0.7439024390243901
VEG_ACRES07,0.7439024390243901
VEG_ACRES12,0.7439024390243901
PCH_VEG_ACRES_07_12,0.7439024390243901
VEG_ACRESPTH07,0.7439024390243901
VEG_ACRESPTH12,0.7439024390243901
PCH_VEG_ACRESPTH_07_12,0.7228915662650601
FRESHVEG_FARMS07,0.7439024390243901
FRESHVEG_FARMS12,0.7439024390243901
PCH_FRESHVEG_FARMS_07_12,0.7439024390243901
FRESHVEG_ACRES07,0.7484662576687118
FRESHVEG_ACRES12,0.7439024390243901
PCH_FRESHVEG_ACRES_07_12,0.7439024390243901
FRESHVEG_ACRESPTH07,0.7439024390243901
FRESHVEG_ACRESPTH12,0.7439024390243901
PCH_FRESHVEG_ACRESPTH_07_12,0.7439024390243901
ORCHARD_FARMS07,0.7439024390243901
ORCHARD_FARMS12,0.7439024390243901
PCH_ORCHARD_FARMS_07_12,0.7349397590361444
ORCHARD_ACRES07,0.7439024390243901
ORCHARD_ACRES12,0.7439024390243901
PCH_ORCHARD_ACRES_07_12,0.7439024390243901
ORCHARD_ACRESPTH07,0.7439024390243901
ORCHARD_ACRESPTH12,0.7439024390243901
PCH_ORCHARD_ACRESPTH_07_12,0.7439024390243901
BERRY_FARMS07,0.7439024390243901
BERRY_FARMS12,0.7439024390243901
PCH_BERRY_FARMS_07_12,0.7439024390243901
BERRY_ACRES07,0.7439024390243901
BERRY_ACRES12,0.7439024390243901
