,F1
REDEMP_SNAPS12,0.7484662576687118
PCT_SNAP12,0.7530864197530865
PC_SNAPBEN10,0.7195121951219512
SNAP_PART_RATE08,0.738095238095238
SNAP_PART_RATE13,0.7530864197530865
SNAP_OAPP09,0.7530864197530865
SNAP_CAP09,0.7530864197530865
SNAP_BBCE09,0.7530864197530865
SNAP_REPORTSIMPLE09,0.7530864197530865
PCT_FREE_LUNCH09,0.7530864197530865
PCT_FREE_LUNCH14,0.7530864197530865
PCT_REDUCED_LUNCH14,0.7453416149068322
PCT_SBP09,0.7453416149068322
PCT_SFSP09,0.7393939393939394
PC_WIC_REDEMP08,0.7530864197530865
PC_WIC_REDEMP12,0.7530864197530865
PCH_PC_WIC_REDEMP_08_12,0.7484662576687118
REDEMP_WICS08,0.7530864197530865
REDEMP_WICS12,0.7530864197530865
PCH_REDEMP_WICS_08_12,0.7530864197530865
PCT_WIC09,0.7530864197530865
PCT_CACFP09,0.7160493827160495
FDPIR12,0.7530864197530865
PCT_NHWHITE10,0.7530864197530865
PCT_NHBLACK10,0.7530864197530865
PCT_HISP10,0.7530864197530865
PCT_NHASIAN10,0.7484662576687118
PCT_NHNA10,0.7530864197530865
PCT_NHPI10,0.7530864197530865
PCT_65OLDER10,0.7407407407407406
PCT_18YOUNGER10,0.7530864197530865
PERPOV10,0.7530864197530865
PERCHLDPOV10,0.7361963190184049
METRO13,0.7195121951219512
POPLOSS10,0.7317073170731707
DIRSALES_FARMS07,0.7530864197530865
DIRSALES_FARMS12,0.7530864197530865
PCT_LOCLFARM07,0.7484662576687118
PCT_LOCLFARM12,0.7361963190184049
PCT_LOCLSALE07,0.7484662576687118
PCT_LOCLSALE12,0.7530864197530865
DIRSALES07,0.7530864197530865
DIRSALES12,0.7530864197530865
PCH_DIRSALES_07_12,0.7530864197530865
PC_DIRSALES07,0.7530864197530865
PC_DIRSALES12,0.7453416149068322
PCH_PC_DIRSALES_07_12,0.7530864197530865
FMRKT09,0.7530864197530865
FMRKTPTH09,0.7484662576687118
VEG_FARMS07,0.7530864197530865
VEG_FARMS12,0.7530864197530865
VEG_ACRES07,0.7530864197530865
VEG_ACRES12,0.7530864197530865
PCH_VEG_ACRES_07_12,0.7530864197530865
VEG_ACRESPTH07,0.7530864197530865
VEG_ACRESPTH12,0.7530864197530865
PCH_VEG_ACRESPTH_07_12,0.7228915662650601
FRESHVEG_FARMS07,0.7484662576687118
FRESHVEG_FARMS12,0.7530864197530865
PCH_FRESHVEG_FARMS_07_12,0.7484662576687118
FRESHVEG_ACRES07,0.7530864197530865
FRESHVEG_ACRES12,0.7530864197530865
PCH_FRESHVEG_ACRES_07_12,0.7530864197530865
FRESHVEG_ACRESPTH07,0.7530864197530865
FRESHVEG_ACRESPTH12,0.7530864197530865
PCH_FRESHVEG_ACRESPTH_07_12,0.7530864197530865
ORCHARD_FARMS07,0.7530864197530865
ORCHARD_FARMS12,0.7530864197530865
PCH_ORCHARD_FARMS_07_12,0.7439024390243901
ORCHARD_ACRES07,0.7530864197530865
ORCHARD_ACRES12,0.7530864197530865
PCH_ORCHARD_ACRES_07_12,0.7530864197530865
ORCHARD_ACRESPTH07,0.7530864197530865
ORCHARD_ACRESPTH12,0.7530864197530865
PCH_ORCHARD_ACRESPTH_07_12,0.7530864197530865
BERRY_FARMS07,0.7484662576687118
BERRY_FARMS12,0.7530864197530865
PCH_BERRY_FARMS_07_12,0.7530864197530865
BERRY_ACRES07,0.7484662576687118
BERRY_ACRES12,0.7530864197530865
PCH_BERRY_ACRES_07_12,0.7530864197530865
BERRY_ACRESPTH07,0.7530864197530865
BERRY_ACRESPTH12,0.7484662576687118
PCH_BERRY_ACRESPTH_07_12,0.7530864197530865
SLHOUSE07,0.7530864197530865
SLHOUSE12,0.7530864197530865
PCH_SLHOUSE_07_12,0.7439024390243901
GHVEG_FARMS07,0.7530864197530865
GHVEG_FARMS12,0.7530864197530865
PCH_GHVEG_FARMS_07_12,0.7530864197530865
GHVEG_SQFT07,0.7530864197530865
GHVEG_SQFT12,0.7530864197530865
PCH_GHVEG_SQFT_07_12,0.7530864197530865
GHVEG_SQFTPTH07,0.7530864197530865
GHVEG_SQFTPTH12,0.7530864197530865
PCH_GHVEG_SQFTPTH_07_12,0.7530864197530865
CSA07,0.7407407407407406
CSA12,0.7484662576687118
PCH_CSA_07_12,0.7317073170731707
AGRITRSM_OPS07,0.7407407407407406
AGRITRSM_OPS12,0.7484662576687118
PCH_AGRITRSM_OPS_07_12,0.7393939393939394
